register_#,annual_dfo,country,began,ended,days,deaths,displaced,damage_usd,main_cause,severity,sq_km,flood_magnitude_index,centroid_x,centroid_y
643,1530,Canada,4/24/92,4/26/92,3,0,100,,Ice jam/break-up,1,1.53,3.66,-115.994,60.542
644,38450,Uzbekistan,4/28/92,4/28/92,1,0,,,Heavy rain,1,38.45,4.58,63.832,40.22
645,71650,Papua New Guinea,5/3/92,5/6/92,4,0,10000,12000000,Heavy rain,1.5,71.65,5.63,142.822,-3.792
646,48120,Afghanistan,5/13/92,5/26/92,14,7,100000,,Heavy rain,1,48.12,5.83,62.193,30.695
647,83000,Kyrgyzstan,5/16/92,5/17/92,2,4,22336,31000000,Heavy rain,1,83,5.22,74.002,40.71
648,88080,Canada,5/17/92,5/18/92,2,0,800,,Ice jam/break-up,1,88.08,5.25,-78.108,52.617
649,16360,Uzbekistan,6/1/92,6/11/92,11,0,,,Snowmelt,1,16.36,5.26,59.82,42.938
650,11670,Sri Lanka,6/5/92,6/8/92,4,14,100000,500000,Monsoonal rain,1.5,11.67,4.85,80.425,6.606
651,4610,USA,6/5/92,6/6/92,2,0,250,,Heavy rain,1,4.61,3.96,-72.731,41.595
652,9490,Russia,6/8/92,6/8/92,1,0,,,Extra-tropical cyclone,1,9.49,3.98,131.849,43.651
653,491100,China,6/12/92,8/1/92,51,93,120000,3700000,Heavy rain,1,491.1,7.4,105.471,27.992
654,1230,China,6/13/92,6/15/92,3,0,31,,Heavy rain,1,1.23,3.57,114.131,22.379
655,38010,Mozambique,6/15/92,6/15/92,1,53,,,Heavy rain,1,38.01,4.58,33.112,-24.122
656,752400,India,6/15/92,7/23/92,39,90,8000,,Monsoonal rain,1,752.4,7.47,75.969,16.522
657,35740,Russia,6/20/92,6/21/92,2,0,,20000,Heavy rain,1,35.74,4.85,132.768,48.597
658,10790,Vietnam,6/20/92,6/24/92,5,3,,,Tropical cyclone,1,10.79,4.73,106.601,20.733
659,21630,Bangladesh,6/25/92,6/25/92,1,2,50000,,Monsoonal rain,1,21.63,4.34,92.222,22.069
660,393000,China,6/29/92,7/14/92,16,228,172000,76000000,Heavy rain,1.5,393,6.97,119.18,27.379
661,33290,USA,6/30/92,7/6/92,7,0,600,,Heavy rain,1,33.29,5.37,-91.874,39.309
662,83460,Russia,7/2/92,7/9/92,8,0,,,Heavy rain,1,83.46,5.82,39.192,45.151
663,12860,China,7/2/92,7/5/92,4,0,,,Heavy rain,1.5,12.86,4.89,110.295,25.327
664,65830,China,7/2/92,7/21/92,20,96,254472,56660000,Heavy rain,1.5,65.83,6.3,112.615,28.513
665,16330,Nepal,7/4/92,7/12/92,9,12,,,Monsoonal rain,1,16.33,5.17,86.849,27.226
666,19180,Iran,7/9/92,7/10/92,2,0,,,Heavy rain,1,19.18,4.58,50.348,36.889
667,28220,India,7/10/92,7/20/92,11,0,,,Heavy rain,1,28.22,5.49,94.46,26.912
668,137600,Pakistan,7/15/92,8/10/92,27,94,1280000,4000000,Monsoonal rain,1,137.6,6.57,68.962,26.162
669,15060,England,7/20/92,7/20/92,1,0,120,,Heavy rain,1,15.06,4.18,-0.349,50.978
670,5260,Philippines,7/21/92,7/29/92,9,20,,3600000,Tropical cyclone,1,5.26,4.68,121.03,15.672
671,74670,China - Typhoon Gary,7/22/92,7/23/92,2,1,,120000000,Tropical cyclone,1,74.67,5.17,111.673,22.264
672,44020,India,7/26/92,8/7/92,13,16,,,Monsoonal rain,1,44.02,5.76,86.045,20.503
673,6220,Vietnam,7/28/92,7/31/92,4,0,38000,,Heavy rain,1,6.22,4.4,105.195,22.073
674,432900,China,8/1/92,8/20/92,20,111,,110000000,Heavy rain,1,432.9,6.94,105.08,35.833
675,518100,India,8/1/92,9/3/92,34,40,2000,,Monsoonal rain,1,518.1,7.25,80.7,24.868
676,266300,Burkina Faso,8/1/92,9/15/92,46,0,,,Heavy rain,1,266.3,7.09,-1.573,12.38
677,23850,England,8/9/92,8/9/92,1,9,,,Heavy rain,1.5,23.85,4.55,-0.827,52.732
678,33970,Burma,8/10/92,8/20/92,11,0,,,Heavy rain,1,33.97,5.57,96.189,18.067
679,7350,Pakistan,8/10/92,8/15/92,6,22,3000,,Monsoonal rain,1,7.35,4.64,67.261,25.03
681,33610,China,8/16/92,8/22/92,7,6,,,Tropical cyclone,1,33.61,5.37,115.901,23.631
682,85940,Mexico - Hurricane Lester,8/23/92,8/23/92,1,3,10000,3000000,Extra-tropical cyclone,1,85.94,4.93,-111.562,25.455
683,741600,Sudan,8/23/92,8/31/92,9,4,1600,,Heavy rain,1,741.6,6.82,34.133,17.454
684,68140,USA - Hurricane Andrew,8/26/92,8/27/92,2,20,1800000,20000000000,Extra-tropical cyclone,1,68.14,5.13,-81.35,26.306
685,520,Guam - Typhoon Omar,8/28/92,8/28/92,1,0,,,Tropical cyclone,1,520,2.72,144.787,13.45
687,12880,Australia,8/30/92,8/30/92,1,2,,,Brief torrential rain,1.5,12.88,4.29,138.966,-34.869
688,12150,Nicaragua,9/1/92,9/1/92,1,100,16000,5000000,Tidal surge,1,12.15,4.08,-86.627,12.074
689,98560,Indonesia,9/2/92,10/15/92,44,70,15000,,Heavy rain,1,98.56,6.64,111.708,-7.585
691,72750,Russia,9/5/92,9/16/92,12,0,180,,Heavy rain,1,72.75,5.94,134.31,44.294
693,2900,Hawaii - Hurricane Iniki,9/10/92,9/12/92,3,3,25000,500000000,Tropical cyclone,1,2.9,3.94,-159.539,22.064
695,182400,Mexico,9/17/92,9/18/92,2,2,,,Heavy rain,1,182.4,5.56,-90.136,19.355
696,87640,Ethiopia,9/20/92,9/24/92,5,0,300,,Heavy rain,1,87.64,5.64,35.807,7.115
698,42370,Nigeria,9/22/92,9/23/92,2,9,13000,,Heavy rain,1,42.37,4.93,13.018,10.28
699,22750,France,9/22/92,9/22/92,1,38,2000,,Brief torrential rain,1.5,22.75,4.53,5.837,44.516
700,23380,France,9/27/92,9/27/92,1,3,,,Heavy rain,1,23.38,4.37,2.935,43.16
701,94600,El Salvador,9/28/92,10/2/92,5,7,8000,,Heavy rain,1,94.6,5.67,-98.344,19.025
702,24060,Iran,9/28/92,9/29/92,2,0,,,Heavy rain,1,24.06,4.68,49.633,37.303
703,4080,Italy,9/28/92,9/28/92,1,2,,,Heavy rain,1,4.08,3.61,8.939,44.5
705,51510,Vietnam,10/5/92,10/9/92,5,55,7579,,Heavy rain,1,51.51,5.41,106.367,17.532
706,14390,Montenegro (Yugoslavia),10/6/92,10/18/92,13,6,6140,,Heavy rain,1,14.39,5.27,19.352,42.701
707,6760,Australia,10/10/92,10/11/92,2,0,280,,Heavy rain,1,6.76,4.13,139.376,-34.689
708,12300,England,10/20/92,10/21/92,2,3,,,Heavy rain,1,12.3,4.39,-0.055,51.736
711,3330,Italy,10/31/92,10/31/92,1,0,1000,,Heavy rain,1,3.33,3.52,11.14,43.673
712,1280,Montenegro,11/10/92,11/15/92,6,0,,,Heavy rain,1,1.28,3.89,19.662,42.931
713,5620,Albania,11/17/92,11/19/92,3,7,2000,7000000,Brief torrential rain,1.5,5.62,4.4,19.563,42.039
714,25180,Thailand - Typhoon Forrest,11/29/92,11/29/92,1,3,,,Tropical cyclone,1,25.18,4.4,100.911,6.763
715,80,USA,11/29/92,11/29/92,1,3,,,Tropical cyclone,1,80,1.9,-85.157,29.676
716,25630,UK,11/30/92,12/3/92,4,0,400,,Heavy rain,1,25.63,5.01,-2.98,51.507
717,29670,Sri Lanka,12/17/92,12/19/92,3,0,,,Monsoonal rain,1,29.67,4.95,80.865,8.405
718,15080,Philippines,12/22/92,12/27/92,6,6,22000,2300000,Heavy rain,1,15.08,4.96,125.923,7.785
719,626100,Iran,12/23/92,12/25/92,3,14,3600,,Heavy rain,1,626.1,6.27,54.831,29.753
720,140700,Zimbabwe,12/25/92,12/27/92,3,1,250,,Heavy rain,1.5,140.7,5.8,30.152,-20.814
721,9800,Fiji and Solomon Islands - Cyclones Kina & Nina,1/1/93,1/3/93,3,21,10000,64000000,Tropical cyclone,1,9.8,4.47,178.001,-17.837
722,103100,Southern Iran,1/3/93,1/6/93,4,10,,,Heavy rain,1,103.1,5.62,56.204,27.245
723,26800,Northwest Colombia,1/5/93,1/5/93,1,16,,,,1,26.8,4.43,-76.369,7.629
724,24000,Mexico,1/6/93,1/20/93,15,36,11215,164000000,Heavy rain,1,24,5.56,-116.876,33.019
725,2045,UK,1/15/93,1/18/93,4,0,500,,Snowmelt,1,2.045,3.91,-3.705,56.314
726,42380,US South?Ì,1/20/93,1/21/93,2,0,200,,Brief torrential rain,1.5,42.38,5.1,-90.721,29.947
727,625200,Southern Iran?Ì,2/3/93,2/22/93,20,500,300000,1000000000,Heavy rain,1,625.2,7.1,55.886,29.432
728,23140,Southern Philippines,2/1/93,2/5/93,5,23,90000,37000000,Monsoonal rain,1,23.14,5.06,125.706,8.794
729,19200,Indonesia,2/1/93,2/5/93,5,54,259000,19000000,Monsoonal rain,1,19.2,4.98,111.256,-6.808
730,61490,Southern Yemen?Ì?Ì,2/5/93,2/10/93,6,31,2500,,Heavy rain,1,61.49,5.57,45.822,13.941
731,42100,Northeastern Tanzania,2/8/93,2/12/93,5,54,2900,3500000,Heavy rain,1,42.1,5.32,37.893,-5.148
731,42100,Northeastern Tanzania,2/8/93,2/12/93,5,54,2900,3500000,Heavy rain,1,42.1,5.32,-113.753,32.88
733,25230,USA,3/7/93,3/12/93,6,2,1500,,Snowmelt,1,25.23,5.18,-97.698,41.716
734,5300,Eastern Iran,4/17/93,4/17/93,1,1,8000,,,1,5.3,3.72,59.516,31.465
735,2500,Ecuador?Ì,4/15/93,4/15/93,1,77,25000,,Brief torrential rain,1,2.5,3.4,-78.914,-2.882
736,20,Northwest Columbia?Ì,4/26/93,5/1/93,6,55,2000,,Brief torrential rain,1,20,2.08,-75.222,5.304
737,1200,Chile?Ì,5/3/93,5/3/93,1,21,1225,12500000,Heavy rain,1,1.2,3.08,-71.612,-33.385
738,72700,Southern China?Ì,5/1/93,5/7/93,7,65,3000,903000000,,1,72.7,5.71,113.536,23.475
739,20200,Tajikistan,5/7/93,5/8/93,2,0,9000,8400000,,1,20.2,4.61,69.179,37.981
740,247100,Argentina?Ì,5/11/93,5/15/93,5,0,,400000000,Heavy rain,1,247.1,6.09,-60.189,-36.263
741,3200,Jamaica?Ì,5/19/93,6/1/93,14,8,1600,18000000,Heavy rain,1,3.2,4.65,-77.342,18.013
742,213200,Kazakhstan,5/26/93,6/4/93,10,10,30000,36531642.85,Snowmelt,1,213.2,6.33,51.298,47.948
743,90680,Somalia?Ì,5/29/93,6/15/93,18,0,,,Heavy rain,1,90.68,6.21,44.674,2.583
744,13960,Southern Sri Lanka?Ì,5/28/93,6/7/93,11,8,100000,310000,Monsoonal rain,1,13.96,5.19,80.321,6.784
745,73170,Haiti,5/31/93,6/2/93,3,20,40000,,Brief torrential rain,1,73.17,5.34,-76.531,20.948
746,7750,Tiawan?Ì,6/2/93,6/6/93,5,10,,53000000,Heavy rain,1,7.75,4.59,120.765,24.327
747,259000,India,6/4/93,6/22/93,19,238,950000,28600000,Monsoonal rain,1,259,6.69,92.097,24.938
748,444800,China,5/25/93,6/30/93,37,180,17150000,372200000,Heavy rain,1,444.8,7.22,115.409,24.618
749,4400,UK?Ì,6/11/93,6/13/93,3,8,2500,30000000,Heavy rain,1.5,4.4,4.3,-6.329,53.627
750,23270,Russia?Ì,6/13/93,6/17/93,5,15,3000,42978403.35,Heavy rain,1,23.27,5.07,59.992,60.295
751,432800,Eastern China,6/15/93,7/8/93,24,132,375000,860000000,Heavy rain,1,432.8,7.02,117.867,27.985
752,168800,USA,6/21/93,6/23/93,3,9,12000,,Tropical cyclone,1,168.8,5.7,-88.87,19.839
753,3540,Russia?Ì,6/22/93,6/30/93,9,0,,,Snowmelt,1,3.54,4.5,83.711,53.213
754,445000,USA,6/24/93,8/23/93,61,48,31000,12000000000,Heavy rain,2,445,7.73,-92.481,40.358
755,19660,Philippines - Typhoon Koryn?Ì,6/26/93,6/28/93,3,5,22700,,Monsoonal rain,1,19.66,4.77,120.46,15.6
756,147700,Mexico?Ì- Hurricane Calvin,7/5/93,7/7/93,3,28,30000,,Heavy rain,1,147.7,5.65,-99.742,17.937
758,2740,France?Ì,7/6/93,7/6/93,1,2,100,,Brief torrential rain,1,2.74,3.44,4.602,45.75
759,19000,China?Ì,7/3/93,7/31/93,29,367,1003000,570000000,Heavy rain,1,19,5.74,110.652,28.898
760,180400,Ethiopia?Ì,4/24/93,7/28/93,96,0,120000,,Heavy rain,1,180.4,7.24,39.319,5.074
761,56900,China?Ì,7/26/93,8/15/93,21,72,200000,220000000,Heavy rain,1.5,56.9,6.25,121.602,43.93
762,9500,China,7/27/93,8/1/93,6,41,7000,27000000,Heavy rain,1,9.5,4.76,103.653,29.752
763,122300,Russia,7/31/93,8/12/93,13,4,30000,700000000,Brief torrential rain,1.5,122.3,6.38,108.866,51.356
764,20750,Japan,7/28/93,8/7/93,11,73,5000,,Heavy rain,1,20.75,5.36,131.074,32.211
765,85360,Belarus,7/25/93,8/12/93,19,6,42000,180000000,Heavy rain,1,85.36,6.21,27.523,52.366
766,75800,Venezuela,8/7/93,8/12/93,6,90,47800,,Tropical cyclone,1,75.8,5.66,-65.992,9.716
767,112500,China,8/4/93,8/23/93,20,101,2577000,121000000,Brief torrential rain,1,112.5,6.35,115.918,36.48
768,134900,Northeast Peru?Ì,7/10/93,8/20/93,42,0,300000,,Heavy rain,1,134.9,6.75,-73.589,-4.867
769,30820,Eastern Sudan?Ì,8/18/93,8/23/93,6,6,300,,Brief torrential rain,1,30.82,5.27,31.843,12.413
770,7160,Philippines - Tropical Storm Rubing,8/19/93,8/22/93,4,5,10000,2600000,Heavy rain,1,7.16,4.46,120.432,15.182
771,11570,South Korea?Ì,8/20/93,8/23/93,4,12,3000,,Brief torrential rain,1,11.57,4.67,128.072,35.145
772,570,USA,8/21/93,8/22/93,2,0,,,Heavy rain,1.5,570,3.23,-99.765,41.611
773,22340,Mexico - Tropical Storm Irwin?Ì,8/21/93,8/23/93,3,0,3000,,Tropical cyclone,1,22.34,4.83,-95.226,18.013
774,2400,Japan - Typhoon Vernon?Ì,8/27/93,8/28/93,2,2,3000,,Heavy rain,1,2.4,3.68,139.686,35.651
775,77050,Southwest China?Ì,8/21/93,9/1/93,12,152,21000,78000000,Brief torrential rain,1,77.05,5.97,101.704,24.476
777,880,Southwest Japan - Typhoon Yancy?Ì,9/2/93,9/4/93,3,35,5000,,Heavy rain,1,880,3.42,130.452,31.505
778,65900,Northern India and Western Nepal?Ì,9/9/93,9/17/93,9,232,4590,7300000,Heavy rain,1,65.9,5.77,78.968,27.992
779,31800,Southeast Australia?Ì,9/15/93,9/15/93,1,0,800,,Brief torrential rain,1,31.8,4.5,146.36,-38.126
782,31700,US Midwest?Ì,9/22/93,9/28/93,7,0,2500,,Brief torrential rain,1.5,31.7,5.52,-94.621,36.764
783,280,Hong Kong?Ì- Typhoon Dot,9/27/93,9/28/93,2,0,1200,,Brief torrential rain,1.5,280,2.92,114.167,22.523
784,13900,Eastern Mexico?Ì,9/28/93,9/29/93,2,0,100000,,Heavy rain,1.5,13.9,4.62,-98.401,22.195
785,7200,Northern Iran,10/2/93,10/3/93,2,0,,,Heavy rain,1,7.2,4.16,49.111,37.933
786,4160,Southeast Australia?Ì,10/3/93,10/15/93,13,0,2000,3000000,Brief torrential rain,1.5,4.16,4.91,146.608,-36.656
787,35870,Philippines?Ì- Tropical Storm Flo / Kadiang,10/4/93,10/12/93,9,57,300000,6790000,Heavy rain,1.5,35.87,5.69,120.592,15.63
788,29440,Central Vietnam?Ì,10/2/93,10/12/93,11,122,15000,50000000,Brief torrential rain,2,29.44,5.81,106.625,17.428
789,1170,Trinidad & Tobago,10/5/93,10/5/93,1,5,,,Brief torrential rain,1,1.17,3.07,-61.43,10.607
790,5890,South Africa?Ì,10/6/93,10/8/93,3,12,300,,Heavy rain,1,5.89,4.25,31.859,-28.26
791,40600,Southern India?Ì,10/11/93,10/21/93,11,35,40000,,Brief torrential rain,1,40.6,5.65,75.404,13.407
792,39700,Algeria,10/19/93,10/20/93,2,22,,,Heavy rain,1,39.7,4.9,1.819,35.844
793,1690,France - Corsica?Ì,10/31/93,11/2/93,3,4,,,Brief torrential rain,1,1.69,3.71,9.06,41.567
794,6650,Honduras?Ì,10/31/93,11/3/93,4,174,15000,6500000,Brief torrential rain,1,6.65,4.42,-86.47,15.649
795,1100,Hong Kong?Ì,11/4/93,11/15/93,12,2,,,Tropical cyclone,1,1.1,4.12,114.142,22.421
796,1660,Mexico?Ì,11/4/93,11/6/93,3,0,10000,30000000,Heavy rain,1,1.66,3.7,-109.813,23.08
797,44230,Indonesia?Ì,11/3/93,11/16/93,14,5,3000,,Heavy rain,1,44.23,5.79,101.308,1.124
798,40500,Southeastern India?Ì,11/10/93,11/14/93,5,95,,,,1,40.5,5.31,77.502,11.054
799,33630,USA,11/13/93,11/16/93,4,5,600,,,1.5,33.63,5.3,-91.583,34.056
800,19320,Cuba?Ì,11/24/93,11/28/93,5,30,51000,,Brief torrential rain,1,19.32,4.98,-75.351,20.556
801,980,Southern Iran?Ì,11/29/93,11/30/93,2,3,,580000,,1,980,3.29,48.162,32.55
802,56410,Southern Thailand?Ì,11/27/93,12/2/93,6,11,,,Heavy rain,1,56.41,5.53,99.898,8.158
803,360,Central Philippines?Ì,11/29/93,12/1/93,3,27,,,Heavy rain,1,360,3.03,124.962,10.741
804,7960,Southeastern India?Ì,12/4/93,12/15/93,12,70,45000,216000000,Tropical cyclone,1,7.96,4.98,79.957,12.585
806,12100,China?Ì,12/7/93,12/15/93,9,0,5200,,Ice jam/break-up,1,12.1,5.04,107.087,40.444
807,162300,Peru?Ì,12/8/93,12/15/93,8,0,5000,,Heavy rain,1,162.3,6.11,-74.588,-10.043
808,14330,Costa Rica?Ìand Panama,12/9/93,12/12/93,4,4,17000,3000000,Heavy rain,1,14.33,4.76,-83.041,9.646
809,24700,Northeastern Sri Lanka?Ì,12/15/93,12/27/93,13,0,500000,,Heavy rain,1.5,24.7,5.68,80.793,8.567
810,1950,Northwest Columbia?Ì,12/16/93,12/18/93,3,35,150,,Heavy rain,1,1.95,3.77,-76.209,6.876
811,42420,Southern Thailand?Ì,12/16/93,12/29/93,14,41,2000,80000000,Heavy rain,1,42.42,5.77,100.419,7.283
812,261100,Western Europe,12/21/93,12/31/93,11,11,48000,1142000000,Rain and snowmelt,2,261.1,6.76,5.768,50.38
813,103800,Northeast Malaysia?Ì,12/22/93,12/27/93,6,23,20000,,Monsoonal rain,1,103.8,5.79,102.442,3.792
814,4260,Ukraine?Ì,12/20/93,12/24/93,5,5,25000,159000000,Heavy rain,1,4.26,4.33,22.787,48.388
815,3180,Southern Israel?Ì,12/23/93,12/23/93,1,2,,,Heavy rain,1.5,3.18,3.68,35.023,30.247
816,4050,Indonesia?Ì,12/26/93,12/27/93,2,2,8000,,Brief torrential rain,1,4.05,3.91,106.357,-6.242
817,1260,Philippines -Typhoon Nell ?Ì,12/27/93,12/28/93,2,6,12000,7400000,Tropical cyclone,1,1.26,3.4,125.59,9.659
818,9590,Papua New Guinea?Ì,12/29/93,12/30/93,2,14,3500,,Heavy rain,1,9.59,4.28,145.32,-6.463
819,5370,UK?Ì,12/30/93,12/31/93,2,0,300,,,1,5.37,4.03,0.831,51.055
820,44230,Philippines - Storm Akang,1/4/94,1/8/94,5,29,14000,,Tropical cyclone,1,44.23,5.34,123.45,13.436
821,65600,Tanzania,1/9/94,1/13/94,5,31,7000,,Heavy rain,1,65.6,5.52,38.437,-9.39
822,10210,Indonesia,1/12/94,1/22/94,11,10,50700,1900000,Heavy rain,1,10.21,5.05,107.657,-6.84
823,120900,Australia - Cyclone Rewa,1/16/94,1/20/94,5,13,,,Tropical cyclone,1,120.9,5.78,151.685,-25.263
824,65500,Papua New Guinea - Cyclone Rewa,1/16/94,1/20/94,5,9,,,Tropical cyclone,1,65.5,5.52,148.53,-9.053
825,59040,Indonesia,1/28/94,1/31/94,4,2,,,Heavy rain,1,59.04,5.37,110.662,-7.376
826,4300,Colombia,1/31/94,2/2/94,3,16,60000,,Heavy rain,1,4.3,4.11,-76.2,3.528
827,143000,Madagascar - Cyclones Daisy and Geralda,1/31/94,2/16/94,17,200,50000,,Tropical cyclone,1,143,6.39,47.717,-18.854
828,609300,Peru,1/31/94,2/20/94,21,63,12000,,Heavy rain,1,609.3,7.11,-77.048,-8.13
829,19420,Indonesia,2/11/94,2/14/94,4,5,,,Heavy rain,1,19.42,4.89,99.033,3.126
830,6730,Bangladesh,2/26/94,3/2/94,5,13,,,Heavy rain,1,6.73,4.53,92.034,22.475
831,27660,Peru,2/27/94,3/6/94,8,17,120000,,Heavy rain,2,27.66,5.65,-76.009,-12.001
832,26420,Iran,3/11/94,3/14/94,4,4,80,,Heavy rain,1,26.42,5.02,59.337,35.366
833,1820,Indonesia,3/12/94,3/16/94,5,5,50000,1700000,Heavy rain,1,1.82,3.96,118.798,-8.484
834,72010,Russia,3/17/94,3/22/94,6,7,,,Heavy rain,1,72.01,5.64,44.601,46.526
835,36280,Indonesia,3/23/94,3/26/94,4,12,83125,1400000,Heavy rain,1,36.28,5.16,111.684,-7.502
836,179800,USA,3/24/94,3/28/94,5,35,,,Brief torrential rain,1,179.8,5.95,-85.308,33.003
837,3810,Jordan,3/24/94,3/26/94,3,9,300,,Heavy rain,1,3.81,4.06,35.918,32.418
838,36860,Philippines,3/18/94,3/31/94,14,9,16821,855000,Heavy rain,1,36.86,5.71,125.689,8.382
839,2275,Bangladesh,3/29/94,4/2/94,5,16,100000,,Heavy rain,1,2.275,4.06,89.816,23.953
840,463400,Russia,4/6/94,4/14/94,9,13,2795,,Snowmelt,1,463.4,6.62,41.106,49.435
841,644300,USA,4/9/94,4/18/94,10,6,4000,,Rain and snowmelt,1,644.3,6.81,-97.961,36.893
842,22180,Bangladesh,4/19/94,4/23/94,5,20,12000,,Tropical cyclone,1,22.18,5.04,92.089,22.517
843,9570,Uganda,4/30/94,5/2/94,3,11,,,Heavy rain,1,9.57,4.46,30.133,0.277
844,165700,China,5/1/94,5/3/94,3,95,,161000000,Heavy rain,1,165.7,5.7,116.038,27.287
845,121700,China,5/1/94,5/9/94,9,70,2000,,Heavy rain,1.5,121.7,6.22,118.128,25.94
846,3395,Sri Lanka,5/25/94,5/28/94,4,7,,,Monsoonal rain,1,3.395,4.13,80.337,6.613
847,22910,Russia,5/28/94,5/30/94,3,2,,,Heavy rain,1,22.91,4.84,43.326,55.335
849,11310,Bangladesh,6/1/94,6/6/94,6,6,11000,,Monsoonal rain,1,11.31,4.83,91.803,24.646
850,27780,Colombia,6/5/94,6/9/94,5,2,240,,Avalanche related,1,27.78,5.14,-76.855,2.126
851,1015000,China,6/9/94,6/29/94,21,719,,3500000000,Heavy rain,2,1.015.000,7.63,113.189,25.718
852,6360,Bangladesh,6/14/94,6/22/94,9,1,,,Monsoonal rain,1,6.36,4.76,92.071,21.876
853,13310,USA,6/22/94,6/27/94,6,2,,,Heavy rain,1,13.31,4.9,-83.689,37.027
854,11390,South Africa,6/24/94,6/28/94,5,2,3000,,Heavy rain,1.5,11.39,4.93,18.885,-33.954
866,2990,Hong Kong,7/22/94,7/27/94,6,10,2000,,Heavy rain,1.5,2.99,4.43,76.619,20.626
856,167700,USA,7/1/94,7/15/94,15,32,20000,see notes,Tropical cyclone,1,167.7,6.4,-84.332,31.07
857,322800,Russia,7/2/94,7/7/94,6,4,,,Heavy rain,1,322.8,6.29,111.609,53.635
858,52340,India,7/3/94,7/12/94,10,60,,,Monsoonal rain,1,52.34,5.72,77.252,31.787
859,21190,Pakistan,7/4/94,7/8/94,5,12,,,Heavy rain,1,21.19,5.03,67.221,30.332
860,155500,Iran,7/9/94,7/11/94,3,24,,,Heavy rain,1,155.5,5.67,61.073,27.491
861,37090,Philippines - Storm Iliang,7/10/94,7/16/94,7,0,,444000,Tropical cyclone,1,37.09,5.41,121.046,16.718
862,183800,China,7/11/94,7/18/94,8,41,,95000000,Heavy rain,1,183.8,6.17,112.268,31.197
863,343300,Pakistan,7/11/94,9/16/94,68,333,30000,330000000,Monsoonal rain,1,343.3,7.37,71.103,28.916
864,12360,Philippines - Storm Norming,7/15/94,7/20/94,6,8,114674,,Tropical cyclone,1,12.36,4.87,120.621,15.129
865,17600,Vietnam,7/15/94,7/31/94,17,21,172,2300000,Heavy rain,1.5,17.6,5.65,102.98,21.817
866,2990,Hong Kong,7/22/94,7/27/94,6,10,2000,,Heavy rain,1.5,2.99,4.43,114.116,22.441
867,1330000,China,7/23/94,8/13/94,22,128,2000000,1500000000,Heavy rain,1.5,1.330.000,7.64,125.126,46.154
868,25390,Philippines,7/22/94,8/2/94,12,2,18000,1600000,Monsoonal Rain,1,25.39,5.48,122.982,10.017
870,20900,Ethiopia,7/28/94,8/3/94,7,4,30000,,Heavy rain,1,20.9,5.17,40.976,11.667
871,124800,Thailand - Typhoon Amy,7/28/94,8/2/94,6,9,10000,8000000,Tropical cyclone,1,124.8,5.87,98.81,17.073
872,16590,Taiwan - Typhoon Caitlin,8/1/94,8/4/94,4,10,,100000000,Tropical cyclone,1,16.59,4.82,120.915,23.057
873,18140,Philippines - Typhoon Ritang (Doug),8/6/94,8/10/94,5,0,,,Tropical cyclone,1,18.14,4.96,121.93,17.529
875,27170,Taiwan - Typhoon Doug,8/7/94,8/16/94,10,9,3600,148000000,Tropical cyclone,1.5,27.17,5.61,120.838,23.202
876,32570,Russia,8/5/94,8/8/94,4,20,1000,19000000,Heavy rain,1,32.57,5.11,58.418,53.574
877,1094000,Sudan,8/4/94,8/17/94,14,8,2000,,Heavy rain,1.5,1.094.000,7.36,30.026,15.565
878,3850,China - Typhoon Caitlin,8/6/94,8/10/94,5,14,,,Tropical cyclone,1,3.85,4.28,114.207,22.509
879,292100,India,8/4/94,8/11/94,8,53,3000,,Monsoonal Rain,1,292.1,6.37,80.624,27.586
880,16800,India,8/8/94,8/10/94,3,11,,,Brief torrential rain,1,16.8,4.7,76.918,31.782
881,594800,Niger,8/1/94,8/10/94,10,27,20000,,Heavy rain,1,594.8,6.77,6.871,15.58
882,19780,Afghanistan,8/8/94,8/11/94,4,2,,,Heavy rain,1,19.78,4.9,67.862,33.17
883,318200,Pakistan,8/9/94,8/15/94,7,26,40000,,Monsoonal Rain,1,318.2,6.35,68.19,27.785
884,206000,China - Typhoon Fred,8/21/94,8/24/94,4,762,600000,1260000000,Tropical cyclone,2,206,6.22,120.692,31.152
885,21310,Ethiopia,8/15/94,8/18/94,4,18,,,Heavy rain,1,21.31,4.93,38.079,11.847
886,39020,Ecuador,8/20/94,8/24/94,5,5,500,,Heavy rain,1,39.02,5.29,-78.987,-2.215
887,14450,India,8/20/94,8/23/94,4,9,,,Brief torrential rain,1,14.45,4.76,77.27,31.767
888,17320,Pakistan,8/22/94,8/27/94,6,24,,,Brief torrential rain,1,17.32,5.02,67.882,29.608
889,33680,Moldova,8/24/94,8/29/94,6,47,1300,75000000,Heavy rain,1,33.68,5.31,28.43,46.974
890,163200,Ethiopia,8/25/94,8/31/94,7,87,6000,,Heavy rain,1,163.2,6.06,40.348,10.664
891,22410,South Korea,8/26/94,8/30/94,5,5,2000,,Heavy rain,1,22.41,5.05,127.335,37.1
892,44160,India,8/26/94,9/2/94,8,26,,,Monsoonal Rain,1,44.16,5.55,79.268,20.787
893,160000,Thailand - Typhoon Harry,8/30/94,9/7/94,9,10,,12000000,Tropical cyclone,1,160,6.16,99.606,17.05
894,5275,India,8/31/94,9/5/94,6,20,,,Monsoonal Rain,1,5.275,4.5,77.056,31.529
